	GNM000007925	GNM000011465	GNM000011485	GNM000012465	GNM000012505	GNM000012625	GNM000012645	GNM000014585	GNM000015645	GNM000015665	GNM000015685	GNM000015705	GNM000015965	GNM000018065	GNM000018585	GNM000063505	GNM000153045	GNM000153065	GNM000153285	GNM000153805	GNM000153825	GNM000155635	GNM000158595	GNM000161795	GNM000179235	GNM000179255	GNM000195975	GNM000230675	GNM000515235	GNM000737535	GNM000737595	GNM000757845	GNM000757865	GNM000759855	GNM000759865	GNM000759875	GNM000759885	GNM000759935	GNM000759955	GNM000759975	GNM000760015	GNM000760035	GNM000760055	GNM000760075	GNM000760095	GNM000760115	GNM000760155	GNM000760175	GNM000760195	GNM000760215	GNM000760235	GNM000760255	GNM000760275	GNM000760295	GNM000760335	GNM000760355	GNM000760375	GNM001040845	GNM001631935	GNM001631965	GNM001631985	GNM001632005	GNM001632025	GNM001632045	GNM001632065	GNM001632075	GNM001632105	GNM001632125	GNM001632145	GNM001632165	GNM001885215	GNM001989415	GNM001989435	GNM001989455	GNM002006815	GNM002252625	GNM002252635	GNM002252665	GNM002252675	GNM002812945	GNM003011125	GNM003011885	GNM003208055	GNM003208065	GNM004209775	GNM004332405	GNM004332415	GNM007828135	GNM008807075	GNM009834675	GNM900088535
OG0011654																													GNM000515235__gene474																																																														
OG0011655																													GNM000515235__gene503																																																														
OG0011656																													GNM000515235__gene506																																																														
OG0011657																													GNM000515235__gene509																																																														
OG0011658																													GNM000515235__gene510																																																														
OG0011659																													GNM000515235__gene514																																																														
OG0011660																													GNM000515235__gene515																																																														
OG0011661																													GNM000515235__gene517																																																														
OG0011662																													GNM000515235__gene521																																																														
OG0011663																													GNM000515235__gene525																																																														
OG0011664																													GNM000515235__gene531																																																														
OG0011665																													GNM000515235__gene532																																																														
OG0011666																													GNM000515235__gene533																																																														
OG0011667																													GNM000515235__gene535																																																														
OG0011668																													GNM000515235__gene602																																																														
OG0011669																													GNM000515235__gene622																																																														
OG0011670																													GNM000515235__gene623																																																														
OG0011671																													GNM000515235__gene638																																																														
OG0011672																													GNM000515235__gene643																																																														
OG0011673																													GNM000515235__gene658																																																														
OG0011674																													GNM000515235__gene660																																																														
OG0011675																													GNM000515235__gene661																																																														
OG0011676																													GNM000515235__gene670																																																														
OG0011677																													GNM000515235__gene699																																																														
OG0011678																													GNM000515235__gene709																																																														
OG0011679																													GNM000515235__gene710																																																														
OG0011680																													GNM000515235__gene746																																																														
OG0011681																													GNM000515235__gene749																																																														
OG0011682																													GNM000515235__gene764																																																														
OG0011683																													GNM000515235__gene840																																																														
OG0011684																													GNM000515235__gene844																																																														
OG0011685																													GNM000515235__gene846																																																														
OG0011686																													GNM000515235__gene848																																																														
OG0011687																													GNM000515235__gene850																																																														
OG0011688																													GNM000515235__gene852																																																														
OG0011689																													GNM000515235__gene854																																																														
OG0011690																													GNM000515235__gene855																																																														
OG0011691																													GNM000515235__gene943																																																														
OG0011692																													GNM000515235__gene944																																																														
OG0011693																													GNM000515235__gene946																																																														
OG0011694																													GNM000515235__gene989																																																														
OG0011695																													GNM000515235__gene990																																																														
OG0011696																													GNM000515235__gene1033																																																														
OG0011697																													GNM000515235__gene1036																																																														
OG0011698																													GNM000515235__gene1039																																																														
OG0011699																													GNM000515235__gene1043																																																														
OG0011700																													GNM000515235__gene1064																																																														
OG0011701																													GNM000515235__gene1098																																																														
OG0011702																													GNM000515235__gene1107																																																														
OG0011703																													GNM000515235__gene1115																																																														
OG0011704																													GNM000515235__gene1119																																																														
OG0011705																													GNM000515235__gene1160																																																														
OG0011706																													GNM000515235__gene1245																																																														
OG0011707																													GNM000515235__gene1273																																																														
OG0011708																													GNM000515235__gene1279																																																														
OG0011709																													GNM000515235__gene1280																																																														
OG0011710																													GNM000515235__gene1294																																																														
OG0011711																													GNM000515235__gene1295																																																														
OG0011712																													GNM000515235__gene1296																																																														
OG0011713																													GNM000515235__gene1297																																																														
OG0011714																													GNM000515235__gene1314																																																														
OG0011715																													GNM000515235__gene1339																																																														
OG0011716																													GNM000515235__gene1352																																																														
OG0011717																													GNM000515235__gene1429																																																														
OG0011718																													GNM000515235__gene1431																																																														
OG0011719																													GNM000515235__gene1433																																																														
OG0011720																													GNM000515235__gene1461																																																														
OG0011721																													GNM000515235__gene1510																																																														
OG0011722																													GNM000515235__gene1511																																																														
OG0011723																													GNM000515235__gene1514																																																														
OG0011724																													GNM000515235__gene1516																																																														
OG0011725																													GNM000515235__gene1557																																																														
OG0011726																													GNM000515235__gene1594																																																														
OG0011727																													GNM000515235__gene1651																																																														
OG0011728																													GNM000515235__gene1693																																																														
OG0011729																													GNM000515235__gene1717																																																														
OG0011730																													GNM000515235__gene1718																																																														
OG0011731																													GNM000515235__gene1721																																																														
OG0011732																													GNM000515235__gene1725																																																														
OG0011733																													GNM000515235__gene1726																																																														
OG0011734																													GNM000515235__gene1727																																																														
OG0011735																													GNM000515235__gene1731																																																														
OG0011736																													GNM000515235__gene1734																																																														
OG0011737																													GNM000515235__gene1741																																																														
OG0011738																													GNM000515235__gene1777																																																														
OG0011739																													GNM000515235__gene1789																																																														
OG0011740																													GNM000515235__gene1871																																																														
OG0011741																													GNM000515235__gene1931																																																														
OG0011742																													GNM000515235__gene1960																																																														
OG0011743																													GNM000515235__gene2012																																																														
OG0011744																													GNM000515235__gene2013																																																														
OG0011745																													GNM000515235__gene2046																																																														
OG0011746																													GNM000515235__gene2071																																																														
OG0011747																													GNM000515235__gene2076																																																														
OG0011748																													GNM000515235__gene2077																																																														
OG0011749																													GNM000515235__gene2139																																																														
OG0011750																													GNM000515235__gene2169																																																														
OG0011751																													GNM000515235__gene2191																																																														
OG0011752																													GNM000515235__gene2192																																																														
OG0011753																													GNM000515235__gene2237																																																														
OG0011754																													GNM000515235__gene2262																																																														
OG0011755																													GNM000515235__gene2263																																																														
OG0011756																													GNM000515235__gene2275																																																														
OG0011757																													GNM000515235__gene2289																																																														
OG0011758																													GNM000515235__gene2291																																																														
OG0011759																													GNM000515235__gene2297																																																														
OG0011760																													GNM000515235__gene2323																																																														
OG0011761																													GNM000515235__gene2329																																																														
OG0011762																													GNM000515235__gene2446																																																														
OG0011763																													GNM000515235__gene2536																																																														
OG0011764																													GNM000515235__gene2537																																																														
OG0011765																													GNM000515235__gene2538																																																														
OG0011766																													GNM000515235__gene2540																																																														
OG0011767																													GNM000515235__gene2566																																																														
OG0011768																													GNM000515235__gene2701																																																														
OG0011769																													GNM000515235__gene2755																																																														
OG0011770																													GNM000515235__gene2758																																																														
OG0011771																													GNM000515235__gene2759																																																														
OG0011772																													GNM000515235__gene2761																																																														
OG0011773																													GNM000515235__gene2765																																																														
OG0011774																													GNM000515235__gene2766																																																														
OG0011775																													GNM000515235__gene2784																																																														
OG0011776																														GNM000737535__gene5																																																													
OG0011777																														GNM000737535__gene26																																																													
OG0011778																														GNM000737535__gene33																																																													
OG0011779																														GNM000737535__gene34																																																													
OG0011780																														GNM000737535__gene35																																																													
OG0011781																														GNM000737535__gene36																																																													
OG0011782																														GNM000737535__gene37																																																													
OG0011783																														GNM000737535__gene38																																																													
OG0011784																														GNM000737535__gene39																																																													
OG0011785																														GNM000737535__gene42																																																													
OG0011786																														GNM000737535__gene44																																																													
OG0011787																														GNM000737535__gene45																																																													
OG0011788																														GNM000737535__gene52																																																													
OG0011789																														GNM000737535__gene114																																																													
OG0011790																														GNM000737535__gene115																																																													
OG0011791																														GNM000737535__gene222																																																													
OG0011792																														GNM000737535__gene223																																																													
OG0011793																														GNM000737535__gene227																																																													
OG0011794																														GNM000737535__gene245																																																													
OG0011795																														GNM000737535__gene247																																																													
OG0011796																														GNM000737535__gene252																																																													
OG0011797																														GNM000737535__gene253																																																													
OG0011798																														GNM000737535__gene254																																																													
OG0011799																														GNM000737535__gene256																																																													
OG0011800																														GNM000737535__gene260																																																													
OG0011801																														GNM000737535__gene262																																																													
OG0011802																														GNM000737535__gene270																																																													
OG0011803																														GNM000737535__gene271																																																													
OG0011804																														GNM000737535__gene277																																																													
OG0011805																														GNM000737535__gene283																																																													
OG0011806																														GNM000737535__gene284																																																													
OG0011807																														GNM000737535__gene286																																																													
OG0011808																														GNM000737535__gene287																																																													
OG0011809																														GNM000737535__gene289																																																													
OG0011810																														GNM000737535__gene292																																																													
OG0011811																														GNM000737535__gene295																																																													
OG0011812																														GNM000737535__gene304																																																													
OG0011813																														GNM000737535__gene371																																																													
OG0011814																														GNM000737535__gene374																																																													
OG0011815																														GNM000737535__gene377																																																													
OG0011816																														GNM000737535__gene386																																																													
OG0011817																														GNM000737535__gene391																																																													
OG0011818																														GNM000737535__gene392																																																													
OG0011819																														GNM000737535__gene395																																																													
OG0011820																														GNM000737535__gene410																																																													
OG0011821																														GNM000737535__gene527																																																													
OG0011822																														GNM000737535__gene542																																																													
OG0011823																														GNM000737535__gene593																																																													
OG0011824																														GNM000737535__gene597																																																													
OG0011825																														GNM000737535__gene600																																																													
OG0011826																														GNM000737535__gene613																																																													
OG0011827																														GNM000737535__gene622																																																													
OG0011828																														GNM000737535__gene774																																																													
OG0011829																														GNM000737535__gene808																																																													
OG0011830																														GNM000737535__gene818																																																													
OG0011831																														GNM000737535__gene819																																																													
OG0011832																														GNM000737535__gene821																																																													
OG0011833																														GNM000737535__gene822																																																													
OG0011834																														GNM000737535__gene824																																																													
OG0011835																														GNM000737535__gene828																																																													
OG0011836																														GNM000737535__gene830																																																													
OG0011837																														GNM000737535__gene886																																																													
OG0011838																														GNM000737535__gene909																																																													
OG0011839																														GNM000737535__gene927																																																													
OG0011840																														GNM000737535__gene948																																																													
OG0011841																														GNM000737535__gene967																																																													
OG0011842																														GNM000737535__gene1008																																																													
OG0011843																														GNM000737535__gene1009																																																													
OG0011844																														GNM000737535__gene1069																																																													
OG0011845																														GNM000737535__gene1085																																																													
OG0011846																														GNM000737535__gene1086																																																													
OG0011847																														GNM000737535__gene1087																																																													
OG0011848																														GNM000737535__gene1089																																																													
OG0011849																														GNM000737535__gene1092																																																													
OG0011850																														GNM000737535__gene1094																																																													
OG0011851																														GNM000737535__gene1095																																																													
OG0011852																														GNM000737535__gene1097																																																													
OG0011853																														GNM000737535__gene1122																																																													
OG0011854																														GNM000737535__gene1165																																																													
OG0011855																														GNM000737535__gene1166																																																													
OG0011856																														GNM000737535__gene1167																																																													
OG0011857																														GNM000737535__gene1186																																																													
OG0011858																														GNM000737535__gene1216																																																													
OG0011859																														GNM000737535__gene1219																																																													
OG0011860																														GNM000737535__gene1270																																																													
OG0011861																														GNM000737535__gene1271																																																													
OG0011862																														GNM000737535__gene1289																																																													
OG0011863																														GNM000737535__gene1292																																																													
OG0011864																														GNM000737535__gene1293																																																													
OG0011865																														GNM000737535__gene1295																																																													
OG0011866																														GNM000737535__gene1298																																																													
OG0011867																														GNM000737535__gene1300																																																													
OG0011868																														GNM000737535__gene1301																																																													
OG0011869																														GNM000737535__gene1302																																																													
OG0011870																														GNM000737535__gene1335																																																													
OG0011871																														GNM000737535__gene1338																																																													
OG0011872																														GNM000737535__gene1340																																																													
OG0011873																														GNM000737535__gene1342																																																													
OG0011874																														GNM000737535__gene1347																																																													
OG0011875																														GNM000737535__gene1348																																																													
OG0011876																														GNM000737535__gene1350																																																													
OG0011877																														GNM000737535__gene1355																																																													
OG0011878																														GNM000737535__gene1356																																																													
OG0011879																														GNM000737535__gene1358																																																													
OG0011880																														GNM000737535__gene1360																																																													
OG0011881																														GNM000737535__gene1363																																																													
OG0011882																														GNM000737535__gene1364																																																													
OG0011883																														GNM000737535__gene1426																																																													
OG0011884																														GNM000737535__gene1450																																																													
OG0011885																														GNM000737535__gene1451																																																													
OG0011886																														GNM000737535__gene1452																																																													
OG0011887																														GNM000737535__gene1453																																																													
OG0011888																														GNM000737535__gene1454																																																													
OG0011889																														GNM000737535__gene1455																																																													
OG0011890																														GNM000737535__gene1488																																																													
OG0011891																														GNM000737535__gene1489																																																													
OG0011892																														GNM000737535__gene1490																																																													
OG0011893																														GNM000737535__gene1495																																																													
OG0011894																														GNM000737535__gene1513																																																													
OG0011895																														GNM000737535__gene1541																																																													
OG0011896																														GNM000737535__gene1572																																																													
OG0011897																														GNM000737535__gene1573																																																													
OG0011898																														GNM000737535__gene1574																																																													
OG0011899																														GNM000737535__gene1575																																																													
OG0011900																														GNM000737535__gene1587																																																													
OG0011901																														GNM000737535__gene1590																																																													
OG0011902																														GNM000737535__gene1662																																																													
OG0011903																														GNM000737535__gene1663																																																													
OG0011904																														GNM000737535__gene1665																																																													
OG0011905																														GNM000737535__gene1666																																																													
OG0011906																														GNM000737535__gene1672																																																													
OG0011907																														GNM000737535__gene1740																																																													
OG0011908																														GNM000737535__gene1742																																																													
OG0011909																														GNM000737535__gene1744																																																													
OG0011910																														GNM000737535__gene1748																																																													
OG0011911																														GNM000737535__gene1752																																																													
OG0011912																														GNM000737535__gene1756																																																													
OG0011913																														GNM000737535__gene1771																																																													
OG0011914																														GNM000737535__gene1782																																																													
OG0011915																														GNM000737535__gene1783																																																													
OG0011916																														GNM000737535__gene1831																																																													
OG0011917																														GNM000737535__gene1845																																																													
OG0011918																														GNM000737535__gene1852																																																													
OG0011919																														GNM000737535__gene1855																																																													
OG0011920																														GNM000737535__gene1856																																																													
OG0011921																														GNM000737535__gene1861																																																													
OG0011922																														GNM000737535__gene1881																																																													
OG0011923																														GNM000737535__gene1883																																																													
OG0011924																														GNM000737535__gene1886																																																													
OG0011925																														GNM000737535__gene1902																																																													
OG0011926																														GNM000737535__gene1903																																																													
OG0011927																														GNM000737535__gene1926																																																													
OG0011928																														GNM000737535__gene1932																																																													
OG0011929																														GNM000737535__gene1946																																																													
OG0011930																														GNM000737535__gene1950																																																													
OG0011931																														GNM000737535__gene1964																																																													
OG0011932																														GNM000737535__gene1997																																																													
OG0011933																														GNM000737535__gene2018																																																													
OG0011934																														GNM000737535__gene2022																																																													
OG0011935																														GNM000737535__gene2041																																																													
OG0011936																														GNM000737535__gene2124																																																													
OG0011937																														GNM000737535__gene2125																																																													
OG0011938																														GNM000737535__gene2126																																																													
OG0011939																														GNM000737535__gene2127																																																													
OG0011940																														GNM000737535__gene2129																																																													
OG0011941																														GNM000737535__gene2130																																																													
OG0011942																														GNM000737535__gene2131																																																													
OG0011943																														GNM000737535__gene2132																																																													
OG0011944																														GNM000737535__gene2135																																																													
OG0011945																														GNM000737535__gene2141																																																													
OG0011946																														GNM000737535__gene2157																																																													
OG0011947																														GNM000737535__gene2173																																																													
OG0011948																														GNM000737535__gene2237																																																													
OG0011949																														GNM000737535__gene2238																																																													
OG0011950																														GNM000737535__gene2239																																																													
OG0011951																														GNM000737535__gene2244																																																													
OG0011952																														GNM000737535__gene2246																																																													
OG0011953																														GNM000737535__gene2249																																																													
OG0011954																														GNM000737535__gene2250																																																													
OG0011955																														GNM000737535__gene2251																																																													
OG0011956																														GNM000737535__gene2294																																																													
OG0011957																														GNM000737535__gene2296																																																													
OG0011958																														GNM000737535__gene2375																																																													
OG0011959																														GNM000737535__gene2401																																																													
OG0011960																														GNM000737535__gene2425																																																													
OG0011961																														GNM000737535__gene2430																																																													
OG0011962																														GNM000737535__gene2461																																																													
OG0011963																														GNM000737535__gene2472																																																													
OG0011964																														GNM000737535__gene2474																																																													
OG0011965																														GNM000737535__gene2486																																																													
OG0011966																														GNM000737535__gene2520																																																													
OG0011967																														GNM000737535__gene2579																																																													
OG0011968																														GNM000737535__gene2582																																																													
OG0011969																														GNM000737535__gene2583																																																													
OG0011970																														GNM000737535__gene2586																																																													
OG0011971																														GNM000737535__gene2587																																																													
OG0011972																														GNM000737535__gene2588																																																													
OG0011973																														GNM000737535__gene2590																																																													
OG0011974																														GNM000737535__gene2593																																																													
OG0011975																														GNM000737535__gene2594																																																													
OG0011976																														GNM000737535__gene2597																																																													
OG0011977																														GNM000737535__gene2635																																																													
OG0011978																														GNM000737535__gene2639																																																													
OG0011979																														GNM000737535__gene2640																																																													
OG0011980																														GNM000737535__gene2656																																																													
OG0011981																														GNM000737535__gene2743																																																													
OG0011982																														GNM000737535__gene2762																																																													
OG0011983																														GNM000737535__gene2842																																																													
OG0011984																														GNM000737535__gene2871																																																													
OG0011985																														GNM000737535__gene2872																																																													
OG0011986																														GNM000737535__gene2873																																																													
OG0011987																														GNM000737535__gene2874																																																													
OG0011988																														GNM000737535__gene2901																																																													
OG0011989																														GNM000737535__gene2909																																																													
OG0011990																														GNM000737535__gene2919																																																													
OG0011991																														GNM000737535__gene2920																																																													
OG0011992																														GNM000737535__gene2921																																																													
OG0011993																															GNM000737595__gene35																																																												
OG0011994																															GNM000737595__gene50																																																												
OG0011995																															GNM000737595__gene285																																																												
OG0011996																															GNM000737595__gene286																																																												
OG0011997																															GNM000737595__gene288																																																												
OG0011998																															GNM000737595__gene289																																																												
OG0011999																															GNM000737595__gene290																																																												
OG0012000																															GNM000737595__gene292																																																												
OG0012001																															GNM000737595__gene324																																																												
OG0012002																															GNM000737595__gene330																																																												
OG0012003																															GNM000737595__gene383																																																												
OG0012004																															GNM000737595__gene444																																																												
OG0012005																															GNM000737595__gene493																																																												
OG0012006																															GNM000737595__gene494																																																												
OG0012007																															GNM000737595__gene590																																																												
OG0012008																															GNM000737595__gene634																																																												
OG0012009																															GNM000737595__gene640																																																												
OG0012010																															GNM000737595__gene655																																																												
OG0012011																															GNM000737595__gene656																																																												
OG0012012																															GNM000737595__gene657																																																												
OG0012013																															GNM000737595__gene660																																																												
OG0012014																															GNM000737595__gene676																																																												
OG0012015																															GNM000737595__gene682																																																												
OG0012016																															GNM000737595__gene713																																																												
OG0012017																															GNM000737595__gene727																																																												
OG0012018																															GNM000737595__gene734																																																												
OG0012019																															GNM000737595__gene943																																																												
OG0012020																															GNM000737595__gene945																																																												
OG0012021																															GNM000737595__gene1034																																																												
